run_id,dataset_name,metric,value
2022-05-08 19:33:05.257898,dataset_41,metrics69,0.9939474415915677
2022-05-08 19:33:05.257898,dataset_15,metrics81,0.987095763073573
2022-05-08 19:33:05.257898,dataset_3,metrics110,0.9543393937421859
2022-05-08 19:33:05.257898,dataset_15,metrics142,0.9414888723901949
2022-05-08 19:33:05.257898,dataset_6,metrics6,0.03896471322628792
2022-05-08 19:33:05.257898,dataset_14,metrics87,0.5057696823868714
2022-05-08 19:33:05.257898,dataset_0,metrics56,0.832249743904977
2022-05-11 19:13:24.655232,dataset_6,metrics53,0.6451248120498889
2022-05-11 19:13:24.655232,dataset_15,metrics15,0.7230266727913914
2022-05-11 19:13:24.655232,dataset_21,metrics133,0.4457828643223898
2022-05-11 19:13:24.655232,dataset_41,metrics59,0.9648386904165637
2022-05-11 19:13:24.655232,dataset_33,metrics139,0.20059111573149047
2022-05-11 19:13:24.655232,dataset_18,metrics112,0.014730995960582138
2022-05-11 19:13:24.655232,dataset_34,metrics34,0.9384950759796328
2022-05-11 19:13:24.655232,dataset_22,metrics107,0.2327276765381071
2022-05-11 19:13:24.655232,dataset_16,metrics52,0.8028072409789307
2022-05-19 09:08:49.607383,dataset_15,metrics113,0.18582245594067925
2022-05-19 09:08:49.607383,dataset_23,metrics127,0.6181266136565872
2022-05-19 09:08:49.607383,dataset_42,metrics42,0.18408025012689777
2022-05-19 09:08:49.607383,dataset_44,metrics79,0.8774111703236764
2022-05-19 09:08:49.607383,dataset_3,metrics3,0.24525385544966838
2022-05-26 06:52:14.979924,dataset_15,metrics101,0.1680283291764526
2022-05-26 06:52:14.979924,dataset_41,metrics41,0.9918234429054116
2022-05-26 06:52:14.979924,dataset_25,metrics134,0.7737552150639392
2022-05-26 06:52:14.979924,dataset_22,metrics119,0.8376689147693548
2022-05-26 06:52:14.979924,dataset_45,metrics118,0.05056971589065218
2022-05-26 06:52:14.979924,dataset_20,metrics117,0.8791983745372863
2022-05-26 06:52:14.979924,dataset_38,metrics104,0.3477284817294659
2022-05-26 06:52:14.979924,dataset_34,metrics94,0.16323816246612677
2022-05-26 06:52:14.979924,dataset_9,metrics9,0.21565990520880385
2022-05-26 06:52:14.979924,dataset_7,metrics54,0.7764181578381308
2022-05-26 06:52:14.979924,dataset_20,metrics67,0.7646457578567398
2022-06-04 22:23:31.288687,dataset_31,metrics144,0.42506661611116603
2022-06-04 22:23:31.288687,dataset_45,metrics45,0.9317897060843959
2022-06-04 22:23:31.288687,dataset_0,metrics0,0.5944466614353789
2022-06-04 22:23:31.288687,dataset_21,metrics143,0.9851281490090807
2022-06-22 05:58:46.851255,dataset_47,metrics47,0.6733570682175749
2022-06-22 05:58:46.851255,dataset_29,metrics29,0.43393818333948997
2022-06-22 05:58:46.851255,dataset_1,metrics106,0.9046343934833796
2022-06-22 05:58:46.851255,dataset_4,metrics135,0.007153803469306275
2022-06-22 05:58:46.851255,dataset_38,metrics115,0.8393257895846019
2022-06-22 05:58:46.851255,dataset_12,metrics126,0.9702273300190801
2022-06-22 05:58:46.851255,dataset_3,metrics55,0.3140302640973336
2022-06-28 00:46:09.612184,dataset_32,metrics32,0.16824778778194227
2022-06-28 00:46:09.612184,dataset_6,metrics97,0.14656039523906506
2022-06-28 00:46:09.612184,dataset_22,metrics22,0.9480584136240099
2022-06-28 23:20:05.258454,dataset_38,metrics38,0.8926354946585608
2022-06-28 23:20:05.258454,dataset_31,metrics147,0.8176334162208766
2022-06-28 23:20:05.258454,dataset_7,metrics7,0.5572816025607237
2022-06-28 23:20:05.258454,dataset_17,metrics111,0.2694976861668562
2022-06-28 23:20:05.258454,dataset_2,metrics66,0.3458891840553211
2022-06-30 22:30:20.574373,dataset_17,metrics93,0.7981885878952125
2022-06-30 22:30:20.574373,dataset_12,metrics12,0.6953992273064049
2022-06-30 22:30:20.574373,dataset_28,metrics88,0.9562915179484923
2022-06-30 22:30:20.574373,dataset_43,metrics128,0.8784265715464299
2022-07-06 04:27:16.288685,dataset_21,metrics21,0.4389163042522499
2022-07-06 04:27:16.288685,dataset_37,metrics58,0.3451055794333896
2022-07-06 04:27:16.288685,dataset_38,metrics78,0.8176303448826181
2022-07-07 09:49:23.513576,dataset_21,metrics90,0.10345670352678249
2022-07-07 09:49:23.513576,dataset_31,metrics31,0.4144157601479038
2022-07-07 09:49:23.513576,dataset_32,metrics130,0.7953246930283142
2022-07-07 09:49:23.513576,dataset_16,metrics16,0.32669421759889916
2022-07-07 09:49:23.513576,dataset_20,metrics131,0.466085653903196
2022-07-07 09:49:23.513576,dataset_0,metrics80,0.7654828092714668
2022-07-07 09:49:23.513576,dataset_46,metrics46,0.9447538318435992
2022-07-08 08:31:48.484480,dataset_4,metrics108,0.6264937970029238
2022-07-08 08:31:48.484480,dataset_40,metrics149,0.37176824171063716
2022-07-08 08:31:48.484480,dataset_10,metrics10,0.08201272296934736
2022-07-13 06:05:56.946144,dataset_26,metrics74,0.7285805376563398
2022-07-13 06:05:56.946144,dataset_27,metrics27,0.16279595107001366
2022-07-13 06:05:56.946144,dataset_0,metrics137,0.9155613377538473
2022-07-13 06:05:56.946144,dataset_15,metrics121,0.5170942813019177
2022-07-13 06:05:56.946144,dataset_16,metrics76,0.9229825401948162
2022-07-14 01:28:27.254591,dataset_43,metrics43,0.0815872334290364
2022-07-14 01:28:27.254591,dataset_49,metrics99,0.24305735769872516
2022-07-14 01:28:27.254591,dataset_20,metrics20,0.5618131070315338
2022-07-14 01:28:27.254591,dataset_20,metrics129,0.3451801014003071
2022-07-18 18:26:32.014311,dataset_43,metrics92,0.2984512410011868
2022-07-18 18:26:32.014311,dataset_42,metrics125,0.6678307163183337
2022-07-18 18:26:32.014311,dataset_12,metrics145,0.6513079037644577
2022-07-18 18:26:32.014311,dataset_40,metrics40,0.9448382181817692
2022-07-18 18:26:32.014311,dataset_2,metrics2,0.30590183989684994
2022-07-27 04:49:02.856469,dataset_2,metrics62,0.5095710030810262
2022-07-27 04:49:02.856469,dataset_19,metrics19,0.16134259564638165
2022-08-02 21:23:06.048443,dataset_29,metrics77,0.5563802798221205
2022-08-02 21:23:06.048443,dataset_37,metrics83,0.7115371203305993
2022-08-02 21:23:06.048443,dataset_4,metrics4,0.5663830224126055
2022-08-03 12:11:54.631918,dataset_25,metrics25,0.14019581450164809
2022-08-03 12:11:54.631918,dataset_21,metrics91,0.8874006924033341
2022-08-03 12:11:54.631918,dataset_44,metrics44,0.24216017287196323
2022-08-04 19:43:22.553187,dataset_34,metrics105,0.6059687771482914
2022-08-04 19:43:22.553187,dataset_16,metrics132,0.8555273539618269
2022-08-04 19:43:22.553187,dataset_5,metrics100,0.9284233142160585
2022-08-04 19:43:22.553187,dataset_17,metrics17,0.1734455492982917
2022-08-04 19:43:22.553187,dataset_35,metrics35,0.014747689265611319
2022-08-04 19:43:22.553187,dataset_48,metrics71,0.5912533699613167
2022-08-04 19:43:22.553187,dataset_8,metrics61,0.01811308204466422
2022-08-04 19:43:22.553187,dataset_44,metrics50,0.8729185666000651
2022-08-16 00:06:58.572384,dataset_8,metrics82,0.28956233488610683
2022-08-16 00:06:58.572384,dataset_23,metrics23,0.3693844630866977
2022-08-16 00:06:58.572384,dataset_37,metrics37,0.997409960167016
2022-08-30 17:14:17.665554,dataset_13,metrics13,0.6835354805308004
2022-08-30 17:14:17.665554,dataset_23,metrics98,0.16348753359081036
